rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity
124,spotify:track:54ELExv56KCAB4UP9cOCzC,"Ñengo Flow, Bad Bunny",Gato de Noche,Rimas Entertainment LLC,25,118,15,8974887,reggaeton,78
125,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Cruel Summer,Taylor Swift,16,144,9,8959577,pop,100
126,spotify:track:7yq4Qj7cqayVTp3FF9CWbm,Vance Joy,Riptide,Atlantic Records,85,146,112,8909494,folk-pop,72
127,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,129,177,8833359,pop,83
128,spotify:track:4ewazQLXFTDC8XvCbhvtXs,Joji,Glimpse of Us,88rising Music/Warner Records,1,134,43,8786756,viral pop,78
129,spotify:track:2ksyzVfU0WJoBpu8otr4pz,INTERWORLD,METAMORPHOSIS,INTERWORLD,96,138,16,8784484,phonk brasileiro,70
130,spotify:track:6VhuP99TE6gYNQRJIlAWFD,Stephen Sanchez,Until I Found You,Republic Records,20,132,48,8779411,gen z singer-songwriter,73
131,spotify:track:5BmB3OaQyYXCqRyN8iR2Yi,NLE Choppa,SLUT ME OUT,Warner Records,131,-1,1,8764809,memphis hip hop,77
132,spotify:track:1cKHdTo9u0ZymJdPGSh6nq,"The Weeknd, Gesaffelstein",I Was Never There,Universal Republic Records,17,128,44,8753296,canadian contemporary r&b,92
133,spotify:track:7j4OmvkjRz0PrjFADlHfQx,Adele,Set Fire to the Rain,XL Recordings,61,120,17,8736074,british soul,83
134,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,Monkey Puzzle Records/RCA Records,96,139,60,8660241,australian dance,82
135,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,108,148,44,8655217,boy band,81
136,spotify:track:0B7wvvmu9EISAwZnOpjhNI,Bruno Mars,When I Was Your Man,Atlantic Records,72,116,32,8591093,dance pop,86
137,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,1,137,76,8553471,canadian contemporary r&b,92
138,spotify:track:7gRFDGEzF9UkBV233yv2dc,BLACKPINK,Shut Down,YG Entertainment/Interscope Records,1,170,27,8542434,k-pop,80
139,spotify:track:1zv3WFUbZ5vPxFq9I2jAU1,"Rihanna, Calvin Harris",We Found Love,Def Jam Recordings,59,119,8,8541099,barbadian pop,87
140,spotify:track:1qEmFfgcLObUfQm0j1W2CK,Harry Styles,Late Night Talking,Columbia,2,131,46,8532562,pop,83
141,spotify:track:1oFAF1hdPOickyHgbuRjyX,"The Weeknd, Ariana Grande",Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,XO / Republic Records,5,143,99,8516830,canadian contemporary r&b,92
142,spotify:track:46IZ0fSY2mpAiktS3KOqds,Adele,Easy On Me,Columbia,1,141,77,8502070,british soul,83
143,spotify:track:2tpWsVSb9UEmDRxAl1zhX1,OneRepublic,Counting Stars,Mosley / Interscope,101,140,103,8500810,piano rock,80
144,spotify:track:3AVrVz5rK8Hrqo9YGiVGN5,Cigarettes After Sex,Apocalypse,Partisan Records,89,150,39,8497683,ambient pop,79
145,spotify:track:3xWGA8pa0IKFI7IMPri4P0,Ed Sheeran,Shivers,Atlantic Records UK,4,145,82,8444960,pop,86
146,spotify:track:4wFvGKW4jxTgIHLFoOtRMs,Melanie Martinez,DEATH,Atlantic Records,146,-1,2,8444351,alt z,77
147,spotify:track:4taclmQm9wFcK4dKQjR5ny,"RAF Camora, Luciano",All Night,Indipendenza,147,-1,1,8399563,german hip hop,72
148,spotify:track:22skzmqfdWrjJylampe0kt,"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",Can't Hold Us (feat. Ray Dalton),Macklemore,107,163,60,8387881,pop rap,71
149,spotify:track:6Xj014IHwbLVjiVT6H89on,Kenia OS,Malas Decisiones,Sony Music México,108,124,5,8363309,latin viral pop,70
150,spotify:track:7CJJ7JC3kj9XdweWTvfVhX,"Zé Felipe, Igow, Wesley Safadão",Vacilão,Som Livre,109,109,2,8339886,agronejo,64
151,spotify:track:1Fuc3pBiPFxAeSJoO8tDh5,"El Chachito, Junior H",En Paris,Rancho Humilde,129,152,7,8324186,corrido,60
152,spotify:track:3yfqSUWxFvZELEM4PmlwIR,Eminem,The Real Slim Shady,Interscope,51,160,96,8320886,detroit hip hop,87
153,spotify:track:5jt25aFjW2kNoBqaEVaz5W,"Mora, Feid",LA INOCENTE,Rimas Entertainment LLC,74,159,37,8308352,trap latino,84
154,spotify:track:1FEiijYPJtyswChfcpv3p0,Lana Del Rey,Summertime Sadness,Urban,94,147,34,8291409,art pop,88
155,spotify:track:3sqrvkNC6IPTIXvvbx9Arw,Taylor Swift,Enchanted,"Big Machine Records, LLC",61,168,14,8240843,pop,100
