rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,artist_genre,artist_popularity
177,spotify:track:50x1Ic8CaXkYNvjmxe3WXy,New West,Those Eyes,Republic Records,86,171,40,7817118,toronto indie,68
178,spotify:track:609E1JCInJncactoMmkDon,"ROSALÍA, Rauw Alejandro",BESO,Columbia Records/Duars Entertainment/Sony Music Latin,5,141,28,7783571,latin viral pop,78
179,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,James Arthur,Car's Outside,Columbia Local,145,183,14,7773149,pop,79
180,spotify:track:5ydjxBSUIDn26MFzU3asP4,V,Rainy Days,BIGHIT MUSIC,20,162,8,7767319,j-division,81
181,spotify:track:3Nl5OkkmS5DaBZvuYofpAt,Olivia Rodrigo,the grudge,Olivia Rodrigo PS,15,95,4,7732786,pop,87
182,spotify:track:7fBv7CLKzipRk6EC6TWHOB,The Weeknd,The Hills,Universal Republic Records,52,-1,88,7718366,canadian contemporary r&b,92
183,spotify:track:5HR7yfhSCeoOHRQN05XnZQ,"Grupo Frontera, Carin Leon",QUE VUELVAS,Grupo Frontera,36,-1,39,7717413,musica chihuahuense,83
184,spotify:track:5O2P9iiztwhomNh8xkR9lJ,One Direction,Night Changes,Syco Music,108,167,67,7711024,boy band,81
185,spotify:track:6HU7h9RYOaPRFeh0R3UeAr,Olivia Rodrigo,deja vu,Olivia Rodrigo PS,3,177,89,7688723,pop,87
186,spotify:track:6AQbmUe0Qwf5PZnt4HmTXv,"PinkPantheress, Ice Spice",Boy's a liar Pt. 2,Warner Records,3,172,35,7644506,bedroom pop,76
187,spotify:track:0PZ04XgQ14FmKZBg3Gxlhr,Lana Del Rey,Radio,Urban,125,150,15,7610223,art pop,88
188,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Watermelon Sugar,Columbia,4,187,203,7593158,pop,83
189,spotify:track:2J2Z1SkXYghSajLibnQHOa,Sia,Unstoppable,Monkey Puzzle Records/RCA Records,96,-1,73,7592354,australian dance,82
190,spotify:track:2WfaOiMkCvy7F5fcp2zZ8L,a-ha,Take on Me,Rhino,127,-1,11,7585609,new romantic,69
191,spotify:track:5IgjP7X4th6nMNDh4akUHb,Chris Brown,Under The Influence,Chris Brown Entertainment/RCA Records,6,-1,61,7573221,pop rap,85
192,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Say You Won't Let Go,Columbia,7,191,287,7569842,pop,79
193,spotify:track:7qiZfU4dY1lWllzX7mPBI3,Ed Sheeran,Shape of You,Atlantic Records UK,1,176,333,7569471,pop,86
194,spotify:track:3HOKxuTDmNVmIlCIpBiD8m,"Peso Pluma, Jasiel Nuñez",LAGUNAS,Double P Records,113,192,15,7565334,corridos tumbados,90
195,spotify:track:6IAZHEBUIGJ6NJKxxOBIEr,Adele,Rolling in the Deep,XL Recordings,36,-1,26,7560239,british soul,83
196,spotify:track:3XIXklO3e0uWUAUkOR7NLI,"Luan Pereira, MC Ryan SP, Mc Daniel",DENTRO DA HILUX,Sua Música,141,159,3,7539877,agronejo,74
197,spotify:track:3xIMkM5LgbVDkpO74O3Np3,Troye Sivan,Rush,EMI Recorded Music Australia Pty Ltd,31,144,12,7530144,australian pop,78
198,spotify:track:4t46soaqA758rbukTO5pp1,Natanael Cano,Mi Bello Angel,WEA Latina,79,185,11,7523605,corrido,85
199,spotify:track:09mEdoA6zrmBPgTEN5qXmN,The Weeknd,Call Out My Name,Universal Republic Records,1,-1,83,7501107,canadian contemporary r&b,92
200,spotify:track:4SqWKzw0CbA05TGszDgMlc,The Walters,I Love You So,Warner Records,21,-1,81,7494901,chicago indie,67
