rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
14,"spotify:track:5KD6AEm19QnMbfWpfoOHMl","Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)","Taylor Swift",2,2,2,"22986933"
15,"spotify:track:6CvTEtGagmzQvkUzzyKR9k","Fuerza Regida, Marshmello","HARLEY QUINN","Rancho Humilde/Street Mob Records",15,43,2,"22706114"
16,"spotify:track:5RqSsdzTNPX1uzkmlHCFvK","KAROL G, Peso Pluma","QLONA","Bichota/Interscope Records",5,21,13,"21958861"
17,"spotify:track:6uIIdjYTxxpWOyWuVXrKQO","Calle 24, Chino Pacas, Fuerza Regida","Que Onda","Street Mob Records - Rancho Humilde",16,28,10,"20360872"
18,"spotify:track:71BqAINEnezjQfxE4VuJfq","Taylor Swift","""Slut!"" (Taylor's Version) (From The Vault)","Taylor Swift",3,3,2,"18903164"
19,"spotify:track:7ABLbnD53cQK00mhcaOUVG","Myke Towers","LALA","WEA Latina",1,25,19,"18796415"
20,"spotify:track:5PyDJG7SQRgWXefgexqIge","Doja Cat","Agora Hills","Kemosabe Records/RCA Records",20,39,7,"18528641"
21,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",15,38,70,"18425118"
22,"spotify:track:3cDyocF0Ibdfs1SFQk5cLZ","Darell","Lollipop","Sony Music Latin",19,31,5,"17713809"
23,"spotify:track:4bw8mcDUSRWfQo63ZTYRnU","Maluma, Carin Leon","Según Quién","Sony Music Latin",17,36,8,"17611013"
24,"spotify:track:4NioO5R9sHEZh4cGzMHyNt","Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)","Taylor Swift",6,6,2,"16912209"
25,"spotify:track:7mXuWTczZNxG5EDcjFEuJR","Peso Pluma, Gabito Ballesteros, Junior H","LADY GAGA","Double P Records",9,42,20,"16451576"
26,"spotify:track:1kuGVB7EU95pJObxwvfwKS","Olivia Rodrigo","vampire","Olivia Rodrigo PS",1,40,19,"16415771"
27,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",5,46,30,"16375519"
28,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,47,84,"16271101"
29,"spotify:track:59NraMJsLaMCVtwXTSia8i","cassö, RAYE, D-Block Europe","Prada","Ministry of Sound Recordings",17,48,12,"16180931"
30,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",1,49,162,"15951653"
31,"spotify:track:2gkVEnpahpE3bQuvGuCpAV","Jung Kook","Yes or No","BIGHIT MUSIC",31,-1,1,"15824321"
32,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",5,52,24,"15723216"
33,"spotify:track:2YSzYUF3jWqb9YP9VXmpjE","Drake, Yeat","IDGAF (feat. Yeat)","OVO/Republic",5,37,5,"15531559"
34,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",3,50,17,"15516442"
35,"spotify:track:5ONOlTiqymhzwcFjqcIT6E","Jung Kook","Hate You","BIGHIT MUSIC",35,-1,1,"15365113"
36,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",1,44,48,"14937737"
37,"spotify:track:4vziJcnB2Qyi9o4nIRUeN7","The Beatles","Now And Then","UMC (Universal Music Catalogue)",37,-1,1,"14834522"
38,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",9,51,21,"14707801"
39,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",20,59,11,"14497022"
40,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",15,57,135,"14432784"
41,"spotify:track:6XbtvPmIpyCbjuT0e8cQtp","Quevedo","Columbia","Quevedo",7,55,18,"14136829"
42,"spotify:track:1hjRhYpWyqDpPahmSlUTlc","Taylor Swift","Style (Taylor's Version)","Taylor Swift",8,8,2,"14047593"
43,"spotify:track:3FvTHuefYV6TxE3Kseqno8","Gabito Ballesteros, Natanael Cano","LOU LOU","Los CT Records",43,56,3,"13923674"
44,"spotify:track:3hRV0jL3vUpRrcy398teAU","Lord Huron","The Night We Met","IAMSOUND",44,73,55,"13838386"
45,"spotify:track:0k0GtcnyQLMiXrdEDbLXmJ","Jung Kook, DJ Snake","Please Don't Change (feat. DJ Snake)","BIGHIT MUSIC",45,-1,1,"13663907"
46,"spotify:track:2LBqCSwhJGcFQeTHMVGwy3","The Weeknd","Die For You","Universal Republic Records",12,54,91,"13519978"
47,"spotify:track:2QjOHCTQ1Jl3zawyYOpxh6","The Neighbourhood","Sweater Weather","Columbia",19,60,167,"13384822"
48,"spotify:track:0mflMxspEfB0VbI1kyLiAv","Noah Kahan","Stick Season","Mercury Records/Republic Records",48,77,5,"13200314"
49,"spotify:track:0O3U5iwTbiXCREMkvotJuN","Grupo Frontera, Grupo Firme","EL AMOR DE SU VIDA","Grupo Frontera",49,65,14,"12843688"
50,"spotify:track:06Qo2fYR2KS1F7bL338iVT","Jung Kook, Major Lazer","Closer to You (feat. Major Lazer)","BIGHIT MUSIC",50,-1,1,"12835896"
51,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",1,61,55,"12738787"
52,"spotify:track:5KfJvZ0PZzRdwFRaTUDAA7","Jung Kook","Somebody","BIGHIT MUSIC",52,-1,1,"12710025"
53,"spotify:track:3nNmRE0DxHC6ZaKkrpUumS","Bad Bunny, Young Miko","FINA","Rimas Entertainment LLC",7,53,4,"12564191"
54,"spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW","The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)","XO / Republic Records",54,91,5,"12538473"
55,"spotify:track:1dGr1c8CrMLDpV6mPbImSI","Taylor Swift","Lover","Taylor Swift",2,67,40,"12453878"
56,"spotify:track:7AbqgE05nFl9qY4FRUiq2p","Jung Kook","Shot Glass of Tears","BIGHIT MUSIC",56,-1,1,"12445444"
57,"spotify:track:1K39ty6o1sHwwlZwO6a7wK","Taylor Swift","Wildest Dreams (Taylor's Version)","Taylor Swift",19,19,13,"12148768"
58,"spotify:track:7DSAEUvxU8FajXtRloy8M0","Miley Cyrus","Flowers","Columbia",1,66,43,"12137951"
59,"spotify:track:3bNNvJA7hsGw0wSpGkfOBm","Jung Kook","Too Sad to Dance","BIGHIT MUSIC",59,-1,1,"12083479"
60,"spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2","SZA","Snooze","Top Dawg Entertainment/RCA Records",32,74,46,"12058734"
61,"spotify:track:1u8c2t2Cy7UBoG4ArRcF5g","Taylor Swift","Blank Space","Big Machine Records, LLC",27,62,100,"11996485"
62,"spotify:track:6XSqqQIy7Lm7SnwxS4NrGx","Feid, Young Miko","Classy 101","UMLE - Latino",8,78,32,"11993829"
63,"spotify:track:3Ua0m0YmEjrMi9XErKcNiR","Jimin","Like Crazy","BIGHIT MUSIC",15,70,33,"11850278"
64,"spotify:track:45wMBGri1PORPjM9PwFfrS","Taylor Swift","Blank Space (Taylor's Version)","Taylor Swift",13,13,2,"11796069"
65,"spotify:track:0bYg9bo50gSsH3LtXe2SQn","Mariah Carey","All I Want for Christmas Is You","Columbia",1,-1,50,"11713143"
66,"spotify:track:6T0sEnqjmHISIKwFETeeiP","Taylor Swift","Suburban Legends (Taylor's Version) (From The Vault)","Taylor Swift",14,14,2,"11689009"
67,"spotify:track:0ug5NqcwcFR2xrfTkc7k8e","Taylor Swift","Style","Big Machine Records, LLC",24,58,34,"11651571"
68,"spotify:track:25OeKzcqakFPaJlXHPE5lm","Carin Leon","Primera Cita","Socios Music LLC",21,68,19,"11553963"
69,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",2,72,49,"11327088"
70,"spotify:track:5ixdmTpCmH5diBA1j154wN","Bad Bunny","UN PREVIEW","Rimas Entertainment LLC",9,64,7,"11276429"
71,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",2,104,63,"11271668"
72,"spotify:track:0RiRZpuVRbi7oqRdSMwhQY","Post Malone, Swae Lee","Sunflower - Spider-Man: Into the Spider-Verse","Republic Records",1,92,257,"11237182"
73,"spotify:track:3qQbCzHBycnDpGskqOWY0E","Eslabon Armado, Peso Pluma","Ella Baila Sola","DEL Records",1,83,34,"11177616"
74,"spotify:track:1s7oOCT8vauUh01PbJD6ps","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",9,81,63,"11146212"
75,"spotify:track:3zSSCPpLZ5Oc8nelhhGjKz","AUR","Tu hai kahan","Sony Music Entertainment",75,82,3,"11116303"
76,"spotify:track:6WzRpISELf3YglGAh7TXcG","The Weeknd, Playboi Carti, Madonna","Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series","XO / Republic Records",16,76,23,"11102754"
77,"spotify:track:5Eh1nj7IjV9lwpcKAkidyY","Troye Sivan","One Of Your Girls","EMI Recorded Music Australia Pty Ltd",34,69,4,"11067133"
78,"spotify:track:3AJwUDP919kvQ9QcozQPxg","Coldplay","Yellow","Parlophone UK",50,94,151,"11052717"
79,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",1,63,206,"11005458"
80,"spotify:track:74X2u8JMVooG2QbjRxXwR8","LE SSERAFIM","Perfect Night","SOURCE MUSIC",80,133,2,"10995219"
81,"spotify:track:0rKWJnmo6Q0ovoPOLoLm0t","The Kid LAROI, Jung Kook, Central Cee","TOO MUCH","Columbia",14,45,3,"10924633"
82,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",4,97,252,"10904654"
83,"spotify:track:2TJKY0WSFufZOzbRNgl6zE","Alex Favela, Grupo Marca Registrada, Joaquin Medina","ELOVRGA","Rios Music/ Outerspace Music/ Boba Records Corporation",59,90,10,"10874351"
84,"spotify:track:6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?","Cactus Jack/Epic",14,85,15,"10826440"
85,"spotify:track:3hUxzQpSfdDqwM3ZTFQY0K","Taylor Swift","august","Taylor Swift",11,80,40,"10769074"
86,"spotify:track:7KA4W4McWYRpgf0fWsJZWB","Tyler, The Creator, Kali Uchis","See You Again (feat. Kali Uchis)","Columbia",16,100,37,"10731896"
87,"spotify:track:7aqfrAY2p9BUSiupwk3svU","Drake, J. Cole","First Person Shooter (feat. J. Cole)","OVO/Republic",6,71,5,"10627587"
88,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",6,84,23,"10618266"
89,"spotify:track:3xMHXmedL5Rvfxmiar9Ryv","Anirudh Ravichander, Arijit Singh, Shilpa Rao, Kumaar","Chaleya","T-Series",22,95,10,"10584117"
90,"spotify:track:56xHMIfQPoe0prrSi3BGhf","Olivia Rodrigo","Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes","Olivia Rodrigo",90,-1,1,"10551186"
91,"spotify:track:4R2kfaDFhslZEMJqAFNpdd","Taylor Swift","cardigan","Taylor Swift",1,87,46,"10511294"
92,"spotify:track:2yzshFeBIwH8tWIqHEFLeD","Grupo Frontera, Bad Bunny","un x100to","Grupo Frontera",1,89,30,"10406611"
93,"spotify:track:0JmnkIqdlnUzPaf8sqBRs3","Kali Uchis","Moonlight","Geffen Records",37,96,35,"10354241"
94,"spotify:track:2WfaOiMkCvy7F5fcp2zZ8L","a-ha","Take on Me","Rhino",94,165,13,"10272948"
95,"spotify:track:045ZeOHPIzhxxsm8bq5kyE","Taylor Swift","Out Of The Woods (Taylor's Version)","Taylor Swift",15,15,2,"10260970"
96,"spotify:track:1R0a2iXumgCiFb7HEZ7gUE","Taylor Swift","Don’t Blame Me","Big Machine Records, LLC",71,99,64,"10256845"
97,"spotify:track:5sdQOyqq2IDhvmx2lHOpwd","NewJeans","Super Shy","ADOR",9,93,18,"10245040"
98,"spotify:track:6RcAHyC5sAUIbPTkhOQwd8","Junior H","Y LLORO","WEA Latina",55,86,5,"10199591"
99,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",81,115,25,"10111612"
100,"spotify:track:31nfdEooLEq7dn3UMcIeB5","BENNETT","Vois sur ton chemin - Techno Mix","Warner Music Central Europe",85,101,7,"10034202"
101,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Interscope Records",7,116,75,"9990780"
102,"spotify:track:4SW9gHnW8NfKOdqmh0ij45","Bizarrap, Milo j","Fruto","DALE PLAY Records",42,79,5,"9983965"
103,"spotify:track:54zcJnb3tp9c5OVKREZ1Is","KAROL G","MI EX TENÍA RAZÓN","Bichota/Interscope Records",22,103,13,"9953023"
104,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",57,113,63,"9918706"
105,"spotify:track:7F4tV8SiUy6itZTdAzdafO","Nadhif Basalamah","penjaga hati","After School",91,117,4,"9825649"
106,"spotify:track:1JSTJqkT5qHq8MDJnJbRE1","The Police","Every Breath You Take","Polydor Records",106,120,103,"9784074"
107,"spotify:track:5h1BN75CEh8wdSwE1xrbSe","V","Slow Dancing","BIGHIT MUSIC",13,98,9,"9780978"
108,"spotify:track:3IX0yuEVvDbnqUwMBB3ouC","Olivia Rodrigo","bad idea right?","Olivia Rodrigo PS",5,105,13,"9768810"
109,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",24,112,290,"9757767"
110,"spotify:track:2UW7JaomAMuX9pZrjVpHAU","Yng Lvcas, Peso Pluma","La Bebe - Remix","WM Mexico",3,111,34,"9672621"
111,"spotify:track:1xK59OXxi2TAAAbmZK0kBL","d4vd","Romantic Homicide","Darkroom/Interscope Records",17,126,62,"9671577"
112,"spotify:track:2InS5VWKJQbsFBKOsf1cJB","Dj GBR, Mc IG, MC Ryan SP, MC PH, Mc Davi, Mc Luki, Mc Don Juan, Mc Kadu, TrapLaudo, MC GP, MC GH do 7","Let's Go 4","GR6 Music",88,110,8,"9648467"
113,"spotify:track:1FEiijYPJtyswChfcpv3p0","Lana Del Rey","Summertime Sadness","Urban",83,123,65,"9588360"
114,"spotify:track:7j4OmvkjRz0PrjFADlHfQx","Adele","Set Fire to the Rain","XL Recordings",61,122,48,"9530989"
115,"spotify:track:68Dni7IE4VyPkTOH9mRWHr","J. Cole","No Role Modelz","Roc Nation Records LLC",76,127,120,"9473288"
116,"spotify:track:06qMRF18gwbOYYbnP2du6i","Wham!","Last Christmas - Single Version","Sony Music CG",2,-1,43,"9447986"
117,"spotify:track:6dgUya35uo964z7GZXM07g","Sabrina Carpenter","Nonsense","Island Records",17,130,43,"9411192"
118,"spotify:track:5g7sDjBhZ4I3gcFIpkrLuI","Bruno Mars","Locked out of Heaven","Atlantic Records",39,125,74,"9396894"
119,"spotify:track:7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night","Big Loud Records / Mercury Records / Republic Records",14,114,40,"9382368"
120,"spotify:track:086myS9r57YsLbJpU0TgK9","Arctic Monkeys","Why'd You Only Call Me When You're High?","Domino Recording Co",95,139,101,"9378224"
121,"spotify:track:3WMj8moIAXJhHsyLaqIIHI","Zach Bryan","Something in the Orange","Warner Records",57,170,45,"9353372"
122,"spotify:track:7yIIeKUxTpn36X6CFJhgEi","Bellakath, Dani Flow","Reggaeton Champagne","La Mafia del Perreo",98,121,5,"9328574"
123,"spotify:track:58ge6dfP91o9oXMzq3XkIS","Arctic Monkeys","505","Domino/Warner Records",43,137,97,"9324423"
124,"spotify:track:1hR8BSuEqPCCZfv93zzzz9","Taylor Swift","Welcome To New York (Taylor's Version)","Taylor Swift",16,16,2,"9317911"
125,"spotify:track:6irysuQyZWd7Bjj7ePiOs2","Jhayco","Holanda","N&E Entertainment LLC",29,118,13,"9313911"
126,"spotify:track:4RvWPyQ5RL0ao9LPZeSouE","Tears For Fears","Everybody Wants To Rule The World","UMC (Universal Music Catalogue)",91,134,61,"9296639"
127,"spotify:track:505v13epFXodT9fVAJ6h8k","KAROL G","AMARGURA","Universal Music Latino",53,132,25,"9280760"
128,"spotify:track:0ll8uFnc0nANY35E0Lfxvg","Keane","Somewhere Only We Know","Interscope",120,149,55,"9263773"
129,"spotify:track:3USxtqRwSYz57Ewm6wWRMp","Glass Animals","Heat Waves","Polydor Records",1,136,150,"9200451"
130,"spotify:track:2sTDlCxmuZCTDKKk9f1qus","Bad Bunny","WHERE SHE GOES","Rimas Entertainment LLC",2,102,25,"9191733"
131,"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Vance Joy","Riptide","Atlantic Records",81,129,143,"9145250"
132,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",95,131,91,"9128863"
133,"spotify:track:3hxIUxnT27p5WcmjGUXNwx","Hotel Ugly","Shut up My Moms Calling","Hotel Ugly, under exclusive license to Amuseio AB",82,151,45,"9089690"
134,"spotify:track:00ZKeP47bZtswtANkvxz2j","Tropa do Bruxo, DJ Ws da Igrejinha, SMU, Triz, Mc Menor Thalis","Baile do Bruxo","Tropa Do Bruxo",108,108,2,"9074188"
135,"spotify:track:5gDWsRxpJ2lZAffh5p7K0w","The Weeknd, Lana Del Rey","Stargirl Interlude","Universal Republic Records",99,145,67,"9065731"
136,"spotify:track:6IPwKM3fUUzlElbvKw2sKl","girl in red","we fell in love in october","world in red",73,109,15,"9056571"
137,"spotify:track:567e29TDzLwZwfDuEpGTwo","The Kid LAROI, Justin Bieber","STAY (with Justin Bieber)","Columbia",1,135,122,"9052392"
138,"spotify:track:6Es8Sk3xe1HiJ2MXCfHHwR","Emilia, TINI","La_Original.mp3","Sony Music Latin",138,-1,1,"9047513"
139,"spotify:track:6I3mqTwhRpn34SLVafSH7G","Justin Bieber","Ghost","RBMG/Def Jam",11,140,110,"9046025"
140,"spotify:track:739WUU1tPFLO4x4HJq561K","FIFTY FIFTY","Cupid - Twin Ver.","WM Korea",4,189,34,"9034143"
141,"spotify:track:3tt9i3Hhzq84dPS8H7iSiJ","Manuel Turizo","La Bachata","Sony Music Latin/La Industria",4,141,71,"9024778"
142,"spotify:track:2tpWsVSb9UEmDRxAl1zhX1","OneRepublic","Counting Stars","Mosley / Interscope",101,147,134,"9007692"
143,"spotify:track:6rjuKpPydT2SxN15TZpV7r","Lil Tecca","500lbs","Galactic Records/Lil Tecca",143,177,4,"8987542"
144,"spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn","Twenty One Pilots","Stressed Out","Fueled By Ramen",63,-1,43,"8971391"
145,"spotify:track:2N0SPREDYqILVEFSsWF5N5","V","Love Me Again","BIGHIT MUSIC",11,157,13,"8970934"
146,"spotify:track:0yc6Gst2xkRu0eMLeRMGCX","Cigarettes After Sex","Apocalypse","Partisan Records",89,159,69,"8937808"
147,"spotify:track:3kx21xR6IboC9HVdajgBoc","Fuerza Regida","SABOR FRESA","Rancho Humilde/Street Mob Records",15,164,20,"8936592"
148,"spotify:track:3EaJDYHA0KnX88JvDhL9oa","Steve Lacy","Dark Red","Three Quarter",66,150,101,"8886890"
149,"spotify:track:2vPMoMDXxu9uX1igWZmXSG","Taylor Swift","New Romantics (Taylor's Version)","Taylor Swift",24,24,2,"8882937"
150,"spotify:track:5FVd6KXrgO9B3JPmC8OPst","Arctic Monkeys","Do I Wanna Know?","Domino Recording Co",98,152,112,"8835007"
151,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Atlantic Records",127,154,46,"8834242"
152,"spotify:track:1yeB8MUNeLo9Ek1UEpsyz6","Drake, Sexyy Red, SZA","Rich Baby Daddy (feat. Sexyy Red & SZA)","OVO/Republic",28,124,5,"8809636"
153,"spotify:track:0B7wvvmu9EISAwZnOpjhNI","Bruno Mars","When I Was Your Man","Atlantic Records",72,166,63,"8790752"
154,"spotify:track:6Qyc6fS4DsZjB2mRW9DsQs","The Goo Goo Dolls","Iris","Warner Records",124,-1,16,"8736891"
155,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",148,178,20,"8733494"
156,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",24,160,56,"8708679"
157,"spotify:track:7lQ8MOhq6IN2w8EYcFNSUk","Eminem","Without Me","Aftermath",31,158,111,"8705175"
158,"spotify:track:2eAvDnpXP5W0cVtiI0PUxV","Ruth B.","Dandelions","Columbia",34,156,117,"8670509"
159,"spotify:track:0tgVpDi06FyKpA1z0VMD4v","Ed Sheeran","Perfect","Atlantic Records UK",4,162,347,"8664291"
160,"spotify:track:60a0Rd6pjrkxjPbaKzXjfq","Linkin Park","In the End","Warner Records",22,-1,20,"8660428"
161,"spotify:track:5TRPicyLGbAF2LGBFbHGvO","Kanye West, Dwele","Flashing Lights","Roc-A-Fella",161,173,8,"8649159"
162,"spotify:track:5qaEfEh1AtSdrdrByCP7qR","Imagine Dragons","Demons","Kid Ina Korner / Interscope",119,155,51,"8599868"
163,"spotify:track:1iLbUmb2b2btyAAcQ68a1p","Bizarrap, Milo j","Milo J: Bzrp Music Sessions, Vol. 57","DALE PLAY Records",13,107,5,"8587954"
164,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",12,163,167,"8507895"
165,"spotify:track:4qSEvFGCpde73gqIuq3sho","Bad Bunny, Mora","HIBIKI","Rimas Entertainment LLC",11,88,4,"8457639"
166,"spotify:track:3dYD57lRAUcMHufyqn9GcI","Hozier","Take Me to Church","Columbia",108,192,118,"8453804"
167,"spotify:track:3azJifCSqg9fRij2yKIbWz","Tory Lanez","The Color Violet","One Umbrella Records",70,171,39,"8445750"
168,"spotify:track:5odlY52u43F5BjByhxg7wg","JVKE","golden hour","JVKE",14,167,63,"8438278"
169,"spotify:track:70LcF31zb1H0PyJoS1Sx1r","Radiohead","Creep","XL Recordings",143,143,21,"8417449"
170,"spotify:track:741UUVE2kuITl0c6zuqqbO","Nicki Minaj, Ice Spice, Aqua","Barbie World (with Aqua) [From Barbie The Album]","Atlantic Records",6,185,20,"8403907"
171,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",14,191,48,"8399707"
172,"spotify:track:4EWCNWgDS8707fNSZ1oaA5","Kanye West","Heartless","Roc-A-Fella",160,182,18,"8353075"
173,"spotify:track:1Y3LN4zO1Edc2EluIoSPJN","Stephen Sanchez, Em Beihold","Until I Found You (with Em Beihold) - Em Beihold Version","Republic Records",10,175,49,"8306059"
174,"spotify:track:2LawezPeJhN4AWuSB0GtAU","Creedence Clearwater Revival","Have You Ever Seen The Rain","Craft Recordings",161,187,16,"8282005"
175,"spotify:track:0pqnGHJpmpxLKifKRmU6WP","Imagine Dragons","Believer","Kid Ina Korner / Interscope",16,180,353,"8264646"
176,"spotify:track:1zv3WFUbZ5vPxFq9I2jAU1","Rihanna, Calvin Harris","We Found Love","Def Jam Recordings",59,181,39,"8261879"
177,"spotify:track:2HbKqm4o0w5wEeEFXm2sD4","Kendrick Lamar, Jay Rock","Money Trees","Aftermath",62,179,43,"8261694"
178,"spotify:track:23RoR84KodL5HWvUTneQ1w","Peggy Gou","(It Goes Like) Nanana - Edit","XL Recordings",21,148,20,"8227002"
179,"spotify:track:1JgknGBbrfmEHeOZH051SS","SUICIDAL-IDOL","ecstacy (slowed)","AVR",120,153,6,"8223214"
180,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",34,-1,10,"8202104"
181,"spotify:track:6GXgd1BPD9bUpqw5AntGV5","Taylor Swift","All You Had To Do Was Stay (Taylor's Version)","Taylor Swift",22,22,2,"8181923"
182,"spotify:track:6Sq7ltF9Qa7SNFBsV5Cogx","Bad Bunny, Chencho Corleone","Me Porto Bonito","Rimas Entertainment LLC",2,172,79,"8179493"
183,"spotify:track:0dS2u2UFd88TIzDDaZDLvS","d4vd","Here With Me","Darkroom/Interscope Records",14,193,54,"8161974"
184,"spotify:track:6gcuJpHu0Ey30D5WR76y98","JENNIE","You & Me","YG Entertainment/Interscope Records",56,144,5,"8158416"
185,"spotify:track:0DWdj2oZMBFSzRsi2Cvfzf","KAROL G, Shakira","TQG","Universal Music Latino",1,176,37,"8154839"
186,"spotify:track:7bPp2NmpmyhLJ7zWazAXMu","Peso Pluma, Grupo Frontera","TULUM","Double P Records",30,169,19,"8024401"
187,"spotify:track:6GGtHZgBycCgGBUhZo81xe","Lana Del Rey","Say Yes To Heaven","Polydor Records",18,190,25,"8020534"
188,"spotify:track:6YvqWjhGD8mB5QXcbcUKtx","Taylor Swift","Love Story (Taylor’s Version)","Taylor Swift",8,-1,13,"7967845"
189,"spotify:track:54ipXppHLA8U4yqpOFTUhr","Imagine Dragons","Bones","Kid Ina Korner / Interscope",26,174,87,"7940369"
190,"spotify:track:7KokYm8cMIXCsGVmUvKtqf","Taylor Swift","Karma","Taylor Swift",8,146,37,"7917222"
